epoch,lane,head,cum_root_ms,win_root_ms
1784416175,JMT,17165,18.3562,13.6577
1784416178,MPT,17417,16.0057,19.2569
1784416178,JMT,17179,18.3526,13.6757
1784416205,MPT,17512,16.0187,18.5229
1784416205,JMT,17276,18.3202,12.7568
1784416209,MPT,17526,16.0194,18.2018
1784416209,JMT,17291,18.3150,12.5357
1784416235,MPT,17622,16.0184,15.9818
1784416235,JMT,17388,18.2757,11.4107
1784416239,MPT,17636,16.0186,15.8909
1784416239,JMT,17403,18.2695,11.2500
1784416265,MPT,17731,16.0239,16.9000
1784416265,JMT,17500,18.2355,11.9911
1784416269,MPT,17746,16.0254,17.1091
1784416269,JMT,17514,18.2308,12.1622
1784416295,MPT,17841,16.0355,17.9174
1784416295,JMT,17611,18.1996,12.5495
1784416299,MPT,17855,16.0370,17.9358
1784416299,JMT,17626,18.1953,12.6429
1784416325,MPT,17950,16.0475,18.0092
1784416325,JMT,17722,18.1662,12.9018
1784416329,MPT,17964,16.0495,18.0917
1784416329,JMT,17737,18.1624,12.9459
1784416355,MPT,18058,16.0688,19.6204
1784416355,JMT,17823,18.1828,21.1300
1784416359,MPT,18072,16.0769,20.6389
1784416359,JMT,17828,18.2673,38.7143
1784416385,MPT,18166,16.0930,20.1389
1784416385,JMT,17919,18.3195,43.6979
1784416389,MPT,18181,16.0958,19.2202
1784416389,JMT,17933,18.3157,26.5333
1784416415,MPT,18275,16.1128,19.4037
1784416416,JMT,18030,18.2859,12.8649
1784416419,MPT,18289,16.1143,19.2315
1784416419,JMT,18044,18.2816,12.7658
1784416446,MPT,18384,16.1304,19.0826
1784416446,JMT,18141,18.2533,12.9550
1784416450,MPT,18398,16.1327,19.2294
1784416450,JMT,18156,18.2485,12.9196
1784416476,MPT,18492,16.1490,19.3241
1784416476,JMT,18252,18.2202,12.8108
1784416480,MPT,18506,16.1517,19.3578
1784416480,JMT,18267,18.2159,12.8829
1784416506,MPT,18601,16.1683,19.4312
1784416506,JMT,18364,18.1884,13.0089
1784416510,MPT,18615,16.1707,19.4259
1784416510,JMT,18378,18.1847,13.0541
1784416536,MPT,18708,16.1992,21.5701
1784416536,JMT,18446,18.4095,67.9268
1784416540,MPT,18723,16.2018,21.5556
1784416540,JMT,18461,18.4050,67.1687
1784416566,MPT,18817,16.2185,19.5413
1784416566,JMT,18557,18.3790,13.3063
1784416570,MPT,18831,16.2257,20.3704
1784416570,JMT,18562,18.4596,28.4455
1784416596,MPT,18924,16.2514,22.0280
1784416596,JMT,18639,18.6412,77.9756
1784416600,MPT,18938,16.2546,21.3364
1784416600,JMT,18654,18.6366,54.3478
1784416626,MPT,19032,16.2731,20.0741
1784416626,JMT,18750,18.6095,13.3393
1784416630,MPT,19047,16.2760,20.0000
1784416630,JMT,18765,18.6060,13.4595
1784416656,MPT,19141,16.2918,19.5688
1784416657,JMT,18861,18.5822,13.9182
1784416660,MPT,19155,16.2941,19.4907
1784416660,JMT,18876,18.5782,13.8919
1784416687,MPT,19250,16.3081,19.1560
1784416687,JMT,18972,18.5533,13.6577
1784416691,MPT,19264,16.3110,19.2844
1784416691,JMT,18987,18.5495,13.6577
1784416717,MPT,19358,16.3289,20.0370
1784416717,JMT,19083,18.5251,13.7027
1784416721,MPT,19372,16.3318,20.0278
1784416721,JMT,19098,18.5210,13.6577
1784416747,MPT,19466,16.3504,20.2130
1784416747,JMT,19194,18.4974,13.7297
1784416751,MPT,19480,16.3526,20.0833
1784416751,JMT,19208,18.4940,13.8468
1784416777,MPT,19574,16.3703,19.9537
1784416777,JMT,19305,18.4710,13.9009
1784416781,MPT,19589,16.3724,19.9083
1784416781,JMT,19319,18.4672,13.7818
1784416807,MPT,19683,16.3827,18.6055
1784416807,JMT,19416,18.4382,12.7387
1784416811,MPT,19698,16.3840,18.4771
1784416811,JMT,19431,18.4336,12.6339
1784416837,MPT,19792,16.3931,18.2752
1784416837,JMT,19496,18.6427,68.2750
1784416841,MPT,19807,16.3944,18.2752
1784416841,JMT,19510,18.6376,68.8228
1784416867,MPT,19901,16.4041,18.3945
1784416867,JMT,19607,18.6071,12.3604
1784416871,MPT,19916,16.4056,18.4404
1784416871,JMT,19622,18.6024,12.4732
1784416897,MPT,20010,16.4151,18.4404
1784416898,JMT,19718,18.5736,12.6964
1784416901,MPT,20025,16.4166,18.4220
1784416901,JMT,19733,18.5693,12.7117
1784416928,MPT,20119,16.4235,17.9633
1784416928,JMT,19830,18.5407,12.7117
1784416932,MPT,20134,16.4255,18.0734
1784416932,JMT,19844,18.5362,12.6486
1784416958,MPT,20228,16.4358,18.7064
1784416958,JMT,19941,18.5102,13.0450
1784416962,MPT,20242,16.4377,18.6881
1784416962,JMT,19953,18.5072,13.2294
1784416988,MPT,20337,16.4552,20.0459
1784416988,JMT,20020,18.7308,74.4304
1784416992,MPT,20351,16.4567,20.0185
1784416992,JMT,20035,18.7265,72.0854
1784417018,MPT,20445,16.4689,19.0556
1784417018,JMT,20131,18.7002,13.1802
1784417022,MPT,20459,16.4706,19.0550
1784417022,JMT,20146,18.6965,13.2883
1784417048,MPT,20554,16.4880,20.0734
1784417048,JMT,20210,18.9428,80.7595
1784417052,MPT,20568,16.4906,20.2778
1784417052,JMT,20224,18.9398,81.7692
1784417078,MPT,20662,16.5060,19.9352
1784417078,JMT,20320,18.9175,14.2727
1784417082,MPT,20676,16.5085,19.9167
1784417082,JMT,20335,18.9139,14.2072
1784417108,MPT,20770,16.5245,20.0463
1784417108,JMT,20431,18.8908,13.9910
1784417112,MPT,20784,16.5265,19.9815
1784417112,JMT,20445,18.8871,13.9273
1784417139,MPT,20878,16.5438,20.2593
1784417139,JMT,20542,18.8637,13.8919
1784417142,MPT,20892,16.5465,20.3981
1784417143,JMT,20556,18.8599,13.8468
1784417169,MPT,20986,16.5623,20.1009
1784417169,JMT,20652,18.8364,13.7838
1784417173,MPT,21001,16.5647,20.0550
1784417173,JMT,20667,18.8336,13.9730
1784417199,MPT,21095,16.5809,20.2130
1784417199,JMT,20763,18.8087,13.6000
1784417203,MPT,21109,16.5835,20.2407
1784417203,JMT,20778,18.8048,13.4414
1784417229,MPT,21203,16.6012,20.5556
1784417229,JMT,20874,18.7811,13.6216
1784417233,MPT,21217,16.6037,20.5463
1784417233,JMT,20889,18.7776,13.6757
1784417259,MPT,21310,16.6247,21.2500
1784417259,JMT,20972,18.8180,26.6837
1784417263,MPT,21324,16.6298,21.7944
1784417263,JMT,20975,18.9521,61.3372
1784417289,MPT,21418,16.6481,21.2897
1784417289,JMT,21062,18.9960,60.0000
1784417293,MPT,21432,16.6508,20.8148
1784417293,JMT,21077,18.9922,27.2451
1784417319,MPT,21526,16.6667,20.3704
1784417319,JMT,21174,18.9673,13.5315
1784417323,MPT,21540,16.6696,20.3889
1784417323,JMT,21188,18.9636,13.5225
1784417349,MPT,21634,16.6873,20.7870
1784417349,JMT,21284,18.9409,13.8545
1784417353,MPT,21648,16.6895,20.6574
1784417353,JMT,21299,18.9378,14.0270
1784417380,MPT,21742,16.7068,20.6204
1784417380,JMT,21395,18.9165,14.2432
1784417383,MPT,21756,16.7096,20.7315
1784417384,JMT,21409,18.9134,14.1909
1784417410,MPT,21850,16.7272,20.8241
1784417410,JMT,21474,19.1693,87.6329
1784417414,MPT,21864,16.7282,20.4404
1784417414,JMT,21488,19.1647,87.2658
1784417440,MPT,21960,16.7250,16.3000
1784417440,JMT,21586,19.1301,11.6161
1784417444,MPT,21974,16.7258,16.2569
1784417444,JMT,21600,19.1250,11.5089
1784417470,MPT,22069,16.7321,18.1560
1784417470,JMT,21697,19.0936,11.9910
1784417474,MPT,22084,16.7324,18.0455
1784417474,JMT,21712,19.0890,12.1339
1784417500,MPT,22178,16.7448,19.3119
1784417500,JMT,21779,19.2624,63.9146
1784417504,MPT,22192,16.7454,19.3981
1784417504,JMT,21793,19.2587,64.7407
1784417530,MPT,22287,16.7526,18.3394
1784417530,JMT,21890,19.2327,13.4144
1784417534,MPT,22301,16.7537,18.4587
1784417534,JMT,21904,19.2293,13.4595
1784417560,MPT,22396,16.7616,18.5963
1784417560,JMT,22001,19.2008,12.9009
1784417564,MPT,22410,16.7635,18.7523
1784417564,JMT,22016,19.1966,12.8125
1784417590,MPT,22505,16.7725,19.0183
1784417591,JMT,22112,19.1715,13.3784
1784417594,MPT,22519,16.7743,19.0000
1784417594,JMT,22127,19.1680,13.4865
1784417621,MPT,22613,16.7860,19.5926
1784417621,JMT,22223,19.1439,13.6306
1784417624,MPT,22627,16.7874,19.5185
1784417625,JMT,22237,19.1408,13.6818
1784417651,MPT,22722,16.7953,18.7248
1784417651,JMT,22334,19.1187,14.0901
1784417655,MPT,22736,16.7965,18.6881
1784417655,JMT,22348,19.1156,14.0541
1784417681,MPT,22830,16.8083,19.5229
1784417681,JMT,22445,19.0940,14.1081
1784417685,MPT,22844,16.8102,19.6944
1784417685,JMT,22459,19.0908,14.1081
1784417711,MPT,22939,16.8221,19.7500
1784417711,JMT,22553,19.0700,14.0833
1784417715,MPT,22953,16.8267,20.2936
1784417715,JMT,22556,19.1513,33.1546
1784417741,MPT,23046,16.8445,21.6355
1784417741,JMT,22633,19.2928,82.1250
1784417745,MPT,23060,16.8461,21.0000
1784417745,JMT,22648,19.2897,53.2174
1784417771,MPT,23154,16.8634,20.8981
1784417771,JMT,22744,19.2679,14.1802
1784417775,MPT,23168,16.8656,21.0278
1784417775,JMT,22758,19.2648,14.1364
1784417801,MPT,23262,16.8827,21.0185
1784417801,JMT,22855,19.2419,13.9189
1784417805,MPT,23276,16.8855,21.1481
1784417805,JMT,22869,19.2385,13.8468
1784417831,MPT,23370,16.9047,21.6481
1784417831,JMT,22966,19.2162,13.9279
1784417835,MPT,23384,16.9068,21.5000
1784417835,JMT,22980,19.2130,13.9640
1784417862,MPT,23478,16.9238,21.0556
1784417862,JMT,23076,19.1912,13.9636
1784417865,MPT,23492,16.9263,21.1481
1784417866,JMT,23090,19.1886,14.0909
1784417892,MPT,23585,16.9488,22.4299
1784417892,JMT,23155,19.4149,84.7722
1784417896,MPT,23599,16.9509,22.3645
1784417896,JMT,23169,19.4118,84.6582
1784417922,MPT,23692,16.9749,22.7290
1784417922,JMT,23231,19.6226,82.8816
1784417926,MPT,23706,16.9766,22.6449
1784417926,JMT,23245,19.6196,82.9605
1784417952,MPT,23801,16.9866,19.5229
1784417952,JMT,23342,19.5970,14.2432
1784417956,MPT,23815,16.9879,19.4495
1784417956,JMT,23356,19.5938,14.1892
1784417982,MPT,23909,16.9997,19.9074
1784417982,JMT,23452,19.5716,14.1818
1784417986,MPT,23923,17.0019,20.0833
1784417986,JMT,23467,19.5679,14.1261
1784418012,MPT,24018,17.0081,18.8349
1784418012,JMT,23564,19.5396,12.8482
1784418016,MPT,24032,17.0087,18.5046
1784418016,JMT,23578,19.5357,12.7207
1784418042,MPT,24127,17.0092,17.2661
1784418042,JMT,23676,19.5035,11.9107
1784418046,MPT,24142,17.0099,17.2545
1784418046,JMT,23690,19.4992,11.8036
1784418072,MPT,24237,17.0136,17.9727
1784418073,JMT,23787,19.4707,12.4595
1784418076,MPT,24251,17.0146,18.0734
1784418076,JMT,23801,19.4668,12.5586
1784418103,MPT,24345,17.0235,19.2315
1784418103,JMT,23898,19.4392,12.6847
1784418106,MPT,24359,17.0251,19.3704
1784418107,JMT,23913,19.4353,12.7500
1784418133,MPT,24453,17.0360,19.8349
1784418133,JMT,24009,19.4105,13.2432
1784418137,MPT,24468,17.0377,19.8624
1784418137,JMT,24024,19.4070,13.2973
1784418163,MPT,24561,17.0553,21.4766
1784418163,JMT,24094,19.5012,45.1176
1784418167,MPT,24575,17.0582,21.7383
1784418167,JMT,24102,19.5761,71.6538
1784418193,MPT,24669,17.0707,20.5741
1784418193,JMT,24198,19.5535,31.6731
1784418197,MPT,24683,17.0723,20.2870
1784418197,JMT,24212,19.5508,14.0091
1784418223,MPT,24778,17.0837,20.0275
1784418223,JMT,24309,19.5301,14.4144
1784418227,MPT,24792,17.0856,20.0826
1784418227,JMT,24323,19.5269,14.3333
1784418253,MPT,24886,17.0988,20.5556
1784418253,JMT,24419,19.5037,13.7297
1784418257,MPT,24900,17.1014,20.7407
1784418257,JMT,24434,19.5009,13.7838
1784418283,MPT,24994,17.1155,20.9537
1784418283,JMT,24530,19.4781,13.8091
1784418287,MPT,25008,17.1174,20.7963
1784418287,JMT,24545,19.4751,13.8018
1784418313,MPT,25101,17.1363,22.0093
1784418314,JMT,24608,19.6871,85.3846
1784418317,MPT,25115,17.1387,22.1308
1784418317,JMT,24623,19.6835,85.2821
1784418344,MPT,25208,17.1605,22.8318
1784418344,JMT,24684,19.9361,100.5658
1784418347,MPT,25222,17.1629,22.8411
1784418348,JMT,24698,19.9323,101.6000
1784418374,MPT,25316,17.1760,20.7870
1784418374,JMT,24795,19.9071,13.4595
1784418378,MPT,25330,17.1783,20.7685
1784418378,JMT,24809,19.9035,13.4955
1784418404,MPT,25424,17.1917,20.8704
1784418404,JMT,24906,19.8777,13.3153
1784418408,MPT,25438,17.1935,20.7685
1784418408,JMT,24920,19.8743,13.3423
1784418434,MPT,25532,17.2053,20.3853
1784418434,JMT,25017,19.8499,13.6216
1784418438,MPT,25546,17.2072,20.4352
1784418438,JMT,25031,19.8461,13.5225
1784418464,MPT,25641,17.2194,20.5463
1784418464,JMT,25128,19.8229,13.7297
1784418468,MPT,25654,17.2212,20.5278
1784418468,JMT,25142,19.8195,13.8288
1784418494,MPT,25749,17.2334,20.5648
1784418494,JMT,25238,19.7970,13.8727
1784418498,MPT,25763,17.2346,20.3853
1784418498,JMT,25253,19.7935,13.8919
1784418524,MPT,25857,17.2481,20.7593
1784418524,JMT,25349,19.7731,14.3423
1784418528,MPT,25870,17.2507,21.0833
1784418528,JMT,25363,19.7700,14.3818
1784418554,MPT,25964,17.2645,21.1852
1784418555,JMT,25460,19.7485,14.1351
1784418558,MPT,25978,17.2667,21.1402
1784418558,JMT,25474,19.7452,14.0811
1784418585,MPT,26072,17.2832,21.8131
1784418585,JMT,25563,19.7626,23.2427
1784418588,MPT,26086,17.2871,22.1852
1784418589,JMT,25565,19.8311,43.8791
1784418615,MPT,26180,17.2956,20.3056
1784418615,JMT,25649,19.9364,71.6047
1784418619,MPT,26194,17.2964,19.5556
1784418619,JMT,25664,19.9324,46.0707
1784418645,MPT,26290,17.2965,17.4909
1784418645,JMT,25761,19.9002,11.6071
1784418649,MPT,26304,17.2969,17.4182
1784418649,JMT,25776,19.8957,11.5000
1784418675,MPT,26399,17.3021,18.6606
1784418675,JMT,25873,19.8684,12.5536
1784418679,MPT,26412,17.3035,18.8981
1784418679,JMT,25887,19.8645,12.6126
1784418705,MPT,26507,17.3120,19.7407
1784418705,JMT,25984,19.8376,12.6486
1784418709,MPT,26521,17.3135,19.7431
1784418709,JMT,25998,19.8338,12.6847
